plz;ort;bezirk;bundesland;gueltigab;gueltigbis;plztyp;internextern;adressierbar;postfach
8051;"Graz-Gösting";"Graz(Stadt)";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8052;"Graz-Wetzelsdorf";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8052;"Graz-Wetzelsdorf";"Graz(Stadt)";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8053;"Graz-Neuhart";"Graz(Stadt)";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8054;"Graz-Straßgang";"Graz(Stadt)";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8054;"Graz-Straßgang";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8055;"Graz-Puntigam";"Graz(Stadt)";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8055;"Graz-Puntigam";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8061;"St. Radegund bei Graz";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8062;Kumberg;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8063;"Eggersdorf bei Graz";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8063;"Eggersdorf bei Graz";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8071;Hausmannstätten;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8072;Fernitz;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8072;Fernitz;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8073;"Feldkirchen bei Graz";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8073;"Feldkirchen bei Graz";"Graz(Stadt)";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8074;Raaba;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8074;Raaba;"Graz(Stadt)";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8075;"Hart bei Graz";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8076;Vasoldsberg;"Graz-Umgebung";St;"2013-06-01";;"PLZ-Adressierung";extern;Ja;Ja
8077;Gössendorf;"Graz-Umgebung";St;"2010-07-01";;"PLZ-Adressierung";extern;Ja;Ja
8081;"Heiligenkreuz am Waasen";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8081;"Heiligenkreuz am Waasen";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8081;"Heiligenkreuz am Waasen";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8082;"Kirchbach in Steiermark";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8082;"Kirchbach in Steiermark";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8083;"St. Stefan im Rosental";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8091;Jagerberg;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8092;"Mettersdorf am Saßbach";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8093;"St. Peter am Ottersbach";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8101;Gratkorn;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8102;Semriach;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8102;Semriach;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8103;Rein;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8111;"Judendorf-Straßengel";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8112;Gratwein;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8113;"St. Oswald bei Plankenwarth";Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8113;"St. Oswald bei Plankenwarth";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8114;Stübing;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8120;Peggau;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8121;Deutschfeistritz;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8122;Waldstein;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8124;Übelbach;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8130;Frohnleiten;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8130;Frohnleiten;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8131;Mixnitz;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8131;Mixnitz;"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8132;"Pernegg an der Mur";"Bruck-Mürzzuschlag";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8141;Unterpremstätten;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8142;Wundschuh;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8143;Dobl;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8143;Dobl;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8144;Tobelbad;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8151;Hitzendorf;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8151;Hitzendorf;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8152;Stallhofen;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8152;Stallhofen;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8153;Geistthal;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8153;Geistthal;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8160;Weiz;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8160;Weiz;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8162;Passail;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8163;"Fladnitz an der Teichalm";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8163;"Fladnitz an der Teichalm";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8164;Gutenberg;Weiz;St;"2024-05-01";;"PLZ-Adressierung";extern;Ja;Nein
8171;"St. Kathrein am Offenegg";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8172;Heilbrunn;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8181;"St. Ruprecht an der Raab";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8181;"St. Ruprecht an der Raab";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8182;"Puch bei Weiz";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8183;Floing;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8184;Anger;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8190;Birkfeld;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8191;Koglhof;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8192;Strallegg;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8200;Gleisdorf;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8200;Gleisdorf;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8211;Ilztal;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8212;"Pischelsdorf am Kulm";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8212;"Pischelsdorf am Kulm";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8213;"Gersdorf  an der Feistritz";Weiz;St;"2021-12-01";;"PLZ-Adressierung";extern;Ja;Ja
8221;Hirnsdorf;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8222;"St. Johann bei Herberstein";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8222;"St. Johann bei Herberstein";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8223;"Stubenberg am See";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8223;"Stubenberg am See";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8224;"Kaindorf bei Hartberg";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8225;"Pöllau bei Hartberg";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8230;Hartberg;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8232;"Grafendorf bei Hartberg";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8233;Lafnitz;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8234;"Rohrbach an der Lafnitz";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8240;Friedberg;Oberwart;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8240;Friedberg;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8241;Dechantskirchen;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8242;"St. Lorenzen am Wechsel";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8243;Pinggau;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8244;Schäffern;Neunkirchen;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8244;Schäffern;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8250;Vorau;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8251;"Bruck an der Lafnitz";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8252;Mönichwald;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8253;Waldbach;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8254;Wenigzell;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8255;"St. Jakob";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8261;Sinabelkirchen;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8261;Sinabelkirchen;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8262;Ilz;Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8262;Ilz;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8263;Großwilfersdorf;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8264;Hainersdorf;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8265;Großsteinbach;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8271;"Bad Waltersdorf";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8272;Sebersdorf;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8273;Ebersdorf;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8274;Buch;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8280;Fürstenfeld;NULL;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8280;Fürstenfeld;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8282;"Bad Loipersdorf";Jennersdorf;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8282;"Bad Loipersdorf";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8283;"Bad Blumau";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8291;Burgau;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8292;Neudau;Güssing;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8292;Neudau;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8293;"Wörth an der Lafnitz";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8294;Unterrohr;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8295;"St. Johann in der Haide";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8301;Laßnitzhöhe;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8302;"Nestelbach bei Graz";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8302;"Nestelbach bei Graz";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8302;"Nestelbach bei Graz";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8311;"Markt Hartmannsdorf";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8311;"Markt Hartmannsdorf";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8311;"Markt Hartmannsdorf";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8312;"Ottendorf an der Rittschein";"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8312;"Ottendorf an der Rittschein";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8312;"Ottendorf an der Rittschein";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8313;"Breitenfeld an der Rittschein";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8321;"St. Margarethen an der Raab";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8322;Studenzen;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8322;Studenzen;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8323;"St. Marein bei Graz";Weiz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8323;"St. Marein bei Graz";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8323;"St. Marein bei Graz";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8324;"Kirchberg an der Raab";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8324;"Kirchberg an der Raab";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8330;Feldbach;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8332;"Edelsbach bei Feldbach";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8333;Riegersburg;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8334;Lödersdorf;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8341;Paldau;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8342;Gnas;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8343;"Trautmannsdorf in Oststeiermark";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8344;"Bad Gleichenberg";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8345;Straden;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8350;Fehring;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8350;Fehring;Jennersdorf;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8352;Unterlamm;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8353;Kapfenstein;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8354;"St. Anna am Aigen";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8355;Tieschen;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8361;Hatzendorf;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8362;Söchau;"Hartberg-Fürstenfeld";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8362;Söchau;NULL;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8362;Söchau;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8380;Jennersdorf;Jennersdorf;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8382;Mogersdorf;Jennersdorf;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8383;"St. Martin an der Raab";Jennersdorf;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8384;"Minihof-Liebau";Jennersdorf;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8385;"Neuhaus am Klausenbach";Jennersdorf;B;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8401;"Kalsdorf bei Graz";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8402;Werndorf;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8403;Lebring;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8410;Wildon;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8410;Wildon;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8411;Hengsberg;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8411;Hengsberg;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8412;"Allerheiligen bei Wildon";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8413;"St. Georgen an der Stiefing";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8421;"Wolfsberg im Schwarzautal";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8421;"Wolfsberg im Schwarzautal";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8422;"St. Nikolai ob Draßling";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8423;"St. Veit am Vogau";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8424;Gabersdorf;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8430;Leibnitz;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8431;Gralla;Leibnitz;St;"2011-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8434;Tillmitsch;Leibnitz;St;"2012-06-01";;"PLZ-Adressierung";extern;Ja;Ja
8435;Wagna;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8441;Fresing;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8442;"Kitzeck im Sausal";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8443;Gleinstätten;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8443;Gleinstätten;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8444;"St. Andrä im Sausal";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8444;"St. Andrä im Sausal";Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8451;Heimschuh;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8452;Großklein;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8453;"St. Johann im Saggautal";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8454;Arnfels;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8455;Oberhaag;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8455;Oberhaag;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8461;Ehrenhausen;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8462;Gamlitz;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8463;Leutschach;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8472;"Straß in Steiermark";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8473;"Weitersfeld an der Mur";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8480;Mureck;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8481;"Weinburg am Saßbach";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8483;"Deutsch Goritz";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8484;Unterpurkla;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8490;"Bad Radkersburg";Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8492;Halbenrain;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8493;Klöch;Südoststeiermark;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8501;Lieboch;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8502;Lannach;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8503;"St. Josef Weststeiermark";"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8503;"St. Josef Weststeiermark";Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8504;Preding;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8504;Preding;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8504;Preding;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8505;"St. Nikolai im Sausal";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8510;Stainz;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8511;"St. Stefan ob Stainz";Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8521;Wettmannstätten;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8521;Wettmannstätten;Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8522;"Groß St. Florian";Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8522;"Groß St. Florian";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8523;"Frauental an der Laßnitz";Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8524;"Bad Gams";Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8530;Deutschlandsberg;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8541;Schwanberg;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8542;"St. Peter im Sulmtal";Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8543;"St. Martin im Sulmtal";Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8544;"Pölfing-Brunn";Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8544;"Pölfing-Brunn";Leibnitz;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8551;Wies;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8552;Eibiswald;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8553;"St. Oswald ob Eibiswald";Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8554;Soboth;Deutschlandsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8561;Söding;"Graz-Umgebung";St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8561;Söding;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8562;Mooskirchen;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8563;Ligist;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8564;"Krottendorf-Gaisfeld";Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8570;Voitsberg;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Ja
8572;Bärnbach;Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
8573;"Kainach bei Voitsberg";Voitsberg;St;"1972-01-01";;"PLZ-Adressierung";extern;Ja;Nein
